	text	retweet_count	favorite_count	created_at	
1826	La Sentencia C-355 del 2006 de la Corte Constitucional constituye un avance importante para la garantía y ejercicio… https://t.co/fc6xABeOgu	18	17	Sat Mar 17 20:10:08 +0000 2018	
1827	Respeta y apoya la #MisiónMédica. Su misión es proteger nuestra vida, tu misión dejarlos cumplir su labor.… https://t.co/IfiVmhiLW1	4	5	Sat Mar 17 19:45:10 +0000 2018	
1828	- @MinSaludCol entrega balance de plan de Respuesta y manejo que @INSColombia y autoridades sanitarias del Departam… https://t.co/LvBd8ZS5oN	12	20	Sat Mar 17 19:05:13 +0000 2018	
1829	Minsalud confirma caso de sarampión importado en Colombia. https://t.co/DXjnePRxvP https://t.co/7kjwcY6wKI	17	9	Sat Mar 17 18:35:07 +0000 2018	
1830	Ciudadanos podrán cambiar de EPS a través de internet,  por medio del portal https://t.co/ullQb8nQif<U+200B>.… https://t.co/czNFL1ffOH	30	18	Sat Mar 17 18:05:09 +0000 2018	
1831	#CocinaRico, #BájaleaLaSal				
El exceso de sal incrementa el riesgo de hipertensión	 infartos	" derrames cerebrales y t… https://t.co/uhTTo14Zf9"""	22	FALSE	
1832	Traslado  de eps vía https://t.co/ullQb8nQif https://t.co/qidBwfBlmT	5	3	Sat Mar 17 16:25:08 +0000 2018	
1833	Colombia y España ofrecen máster sobre atención a infección por VIH. <U+200B>Será de manera virtual para profesionales en… https://t.co/ylYY4NUFP0	7	12	Sat Mar 17 16:10:13 +0000 2018	
1834	Recomendaciones para el consumo seguro de pescados y mariscos. https://t.co/JlGvMRxv5Z	35	2	Sat Mar 17 15:50:10 +0000 2018	
1835	(Tutorial) Cómo realizar un traslado de EPS a través de https://t.co/aqbYgNttaz https://t.co/uSGhlRWWp6	16	8	Sat Mar 17 15:45:14 +0000 2018	
1836	Minsalud extiende el plazo para nominación de exclusiones. Hasta el próximo 30 de abril los actores pueden nominar… https://t.co/NZmPXHNOD4	7	2	Sat Mar 17 15:15:15 +0000 2018	
1837	Los riñones filtran 1.700 litros de sangre diarios. Por su bienestar, manténgalos saludables #CuidaTusRiñones https://t.co/UtxPuiAIut	33	44	Sat Mar 17 14:50:09 +0000 2018	
1838	Definida la agenda para salvar a Savia Salud. Una banca de inversión buscará socios que capitalicen la EPS, y será… https://t.co/PspfwpEFm7	1	1	Sat Mar 17 14:10:14 +0000 2018	
1839	En Manaure, primera feria de servicio al ciudadano 2018. Vacunación gratuita a niños y adultos y talleres sobre cos… https://t.co/daYNtV8WZn	13	7	Sat Mar 17 13:15:12 +0000 2018	
1840	#Ruedadeprensa: Minsalud confirma caso de sarampión importado en Colombia https://t.co/M9HMOU7ehd	9	7	Sat Mar 17 01:58:36 +0000 2018	
1841	RT @MauricioCard: Valoro el diálogo constructivo con nuestros amigos gobernadores, para definir los esquemas de financiación de la salud ht…	20	0	Sat Mar 17 00:34:30 +0000 2018	
1842	RT @GobdeSantander: #SantanderSano | Consolidar equipos multidisciplinarios de salud para atender personas con discapacidad, fue el propósi…	6	0	Sat Mar 17 00:10:14 +0000 2018	
1843	RT @MauricioCard: Acordamos con gobernadores seguir adelante con modificación del Decreto 2265 de 2017 que reglamenta la operación de ADRES…	16	0	Fri Mar 16 23:48:37 +0000 2018	
1844	RT @HospitalPtoAsis: #VelamosPorSuSalud				
"Esta nueva ambulancia medicalizada se suma a nuestro parque automotor de transporte asistencial del…"""	10	0	FALSE	NA	
1845	Desde el 1 de marzo entraron en vigencia los cambios en el pago de la #PlanillaElectrónica #PILA para trabajadores… https://t.co/Zf3Jk5n8My	3	1	Fri Mar 16 22:40:06 +0000 2018	
1846	Vea el informativo #SemanaMinSalud, marzo 13 al 20 de 2018. https://t.co/lF3y3v4DNd	23	3	Fri Mar 16 22:20:08 +0000 2018	
1847	La diabetes es una enfermedad en la que los niveles de azúcar en la sangre se encuentran elevados. Aprenda más sobr… https://t.co/Y8XZTFVoH4	7	8	Fri Mar 16 22:00:33 +0000 2018	
1848	El #autocuidado, los #hábitosdevidasaludable y detección temprana son alternativas contra varios tipos de cáncer.… https://t.co/OFzQyM2YcN	10	7	Fri Mar 16 21:40:08 +0000 2018	
1849	En Manaure, primera feria de servicio al ciudadano 2018. Vacunación gratuita a niños y adultos y talleres sobre cos… https://t.co/G7VK1Ub2rv	6	2	Fri Mar 16 21:34:36 +0000 2018	
1850	Cuatro hábitos para tener #EstilosDeVidaSaludables #MiSaludEsPrimero https://t.co/ykn8C8gIYq	4	9	Fri Mar 16 21:20:09 +0000 2018	
1851	Respeta y apoya la #MisiónMédica. Su misión es proteger nuestra vida, tu misión dejarlos cumplir su labor.… https://t.co/6WqUVhBp6i	2	5	Fri Mar 16 21:00:45 +0000 2018	
1852	RT @MinSaludCol: Aceptamos el reto de @MinTransporteCo y sacamos #TarjetaBlanca por la atención y primaria y la medicina familiar que tiene…	9	0	Fri Mar 16 20:43:07 +0000 2018	
1853	En cumbre en Cali, el ministro @agaviriau plantea que la medicina familiar es fundamental para promover un sistema… https://t.co/tMzf68i0Ex	2	10	Fri Mar 16 20:40:10 +0000 2018	
1854	RT @MinTransporteCo: @GriseldaResGal @MintrabajoCol @CancilleriaCol @SENAComunica @JuanManSantos @MinInterior @PosconflictoCO @EiderArevalo…	9	0	Fri Mar 16 20:28:15 +0000 2018	
1855	RT @MinSaludCol: “El Modelo Integral de Atención en Salud, #MIAS, es una manera de reformar el sistema de salud desde abajo hacia arriba, p…	34	0	Fri Mar 16 20:27:47 +0000 2018	
1856	RT @elespectador: Lucho Herrera lidera campaña contra el cáncer de piel. https://t.co/DvwUwScROr https://t.co/eQaNNTd2Uq	21	0	Fri Mar 16 20:26:25 +0000 2018	
1857	Víctimas de carros “fantasma” o sin SOAT le costaron al sistema de salud $249.000 millones en 2017.… https://t.co/BK7lPpQ2B8	1	0	Fri Mar 16 20:20:10 +0000 2018	
1858	Los riñones filtran 1.700 litros de sangre diarios. Por su bienestar, manténgalos saludables #CuidaTusRiñones https://t.co/UtxPuiAIut	6	5	Fri Mar 16 20:00:34 +0000 2018	
1859	Aceptamos el reto de @MinTransporteCo y sacamos #TarjetaBlanca por la atención y primaria y la medicina familiar qu… https://t.co/1mitaKJfKk	9	15	Fri Mar 16 19:55:57 +0000 2018	
1860	Detectar a tiempo el #CáncerInfantil puede cambiar la historia de niños, niñas y adolescentes que padecen esta enfe… https://t.co/3dL7CiRf62	1	2	Fri Mar 16 19:40:11 +0000 2018	
1861	RT @SocPediatria: Datos e información de interés sobre el sarampión, una enfermedad altamente contagiosa que llegó a Colombia en las última…	32	0	Fri Mar 16 19:39:30 +0000 2018	
1862	8 beneficios de alimentarse saludablemente. #8HábitosSaludables https://t.co/uQBp3b5l7a https://t.co/9dy1yqMDL6	2	5	Fri Mar 16 19:20:12 +0000 2018	
1863	8 beneficios de evitar el consumo y la exposición al humo del tabaco. #8HábitosSaludables https://t.co/2c8jqO1zSy	5	3	Fri Mar 16 19:00:32 +0000 2018	
1864	#AudicionSanaySegura en el curso de vida. https://t.co/F6OVnBSKdo , unos siete millones de personas en Colombia pad… https://t.co/5DDRim6FrR	1	1	Fri Mar 16 18:40:11 +0000 2018	
1865	Evite intoxicaciones al consumir pescado. https://t.co/NuzWXCIELa https://t.co/EiZSdRRtmA	38	2	Fri Mar 16 18:20:12 +0000 2018	
1866	RT @ipsudea: #ActualidadSalud “Colombia tiene porcentajes altos de vacunación, lo que nos da una inmunidad poblacional y nos da un margen d…	6	0	Fri Mar 16 18:18:33 +0000 2018	
1867	RT @INCancerologia: El asbesto es un grupo de fibras y minerales usados para fabricar tejas, envases médicos, frenos, tanques de agua y tub…	57	0	Fri Mar 16 18:18:18 +0000 2018	
1868	“En junio se entregarán obras de la primera fase que entraran en funcionamiento y corresponde a las áreas de Hospit… https://t.co/OSPWwz4Mg6	7	11	Fri Mar 16 18:09:06 +0000 2018	
1869	Cinco cambios para reducir el riesgo de padecer #DiabetesTipo2: bajar de peso, reducir el consumo de grasas, increm… https://t.co/cnoCoFxjA4	5	3	Fri Mar 16 18:00:41 +0000 2018	
1870	“Adicionalmente está en trámite de giro  $3.000 millones para dotación de la primera fase del hospital José María H… https://t.co/v4g3NpkWZ2	1	5	Fri Mar 16 17:40:16 +0000 2018	
1871	El #LavadoDeManos con agua y jabón interrumpe la cadena de transmisión de enfermedades. https://t.co/zy6dAEEyQA https://t.co/89OgcUi4vB	0	1	Fri Mar 16 17:40:12 +0000 2018	
1872	ViceSalud Luis Fernando Correa aseguró que en una primera y segunda etapas de reconstrucción de la capital del Putu… https://t.co/u4ItqWaQCG	1	5	Fri Mar 16 17:40:11 +0000 2018	
1873	A un año de la tragedia, ViceSalud Luis Fernando Correa  informó que hasta la fecha se han girado más de $3.695 mil… https://t.co/mrHSWeh6vH	3	7	Fri Mar 16 17:40:07 +0000 2018	
1874	Las mujeres son más propensas a desarrollar enfermedades de carácter crónico. #GéneroySalud https://t.co/VnXC3Jwnki	5	3	Fri Mar 16 17:20:12 +0000 2018	
1875	La Sentencia C-355 del 2006 de la Corte Constitucional constituye un avance importante para la garantía y ejercicio… https://t.co/pzgt8hxrw1	1	4	Fri Mar 16 17:00:38 +0000 2018	
1876	RT @INSColombia: @MARTHAINIRIDAGU @MinSaludCol @opsoms @OPSOMS_Col Todo lo que debes saber sobre Sarampión te lo cuentan los expertos del I…	10	0	Fri Mar 16 16:49:52 +0000 2018	
1877	"RT @dermatologico: Lucho Herrera en #DermaTeCuenta: ""Estoy aquí colaborando con la campaña #AmoYExaminoMiPiel"" https://t.co/VmpsmvsZxF"	9	0	Fri Mar 16 16:41:28 +0000 2018	
1878	La huella de las mujeres en la historia. #ColombianasEmpoderadas https://t.co/7xI3qbZ5bn	28	5	Fri Mar 16 16:20:12 +0000 2018	
1879	(Tutorial) Cómo realizar un traslado de EPS a través de https://t.co/aqbYgNttaz https://t.co/uSGhlRWWp6	4	4	Fri Mar 16 16:00:41 +0000 2018	
1880	Cocina rico, #BájaleaLaSal				
El exceso de sal incrementa el riesgo de hipertensión	 infartos	" derrames cerebrales y t… https://t.co/ZuTqDTi6Jz"""	17	FALSE	
1881	RT @INSColombia: Todo lo que debes saber sobre Sarampión te lo cuentan los expertos del @INSColombia en nuestro Facebook Live a las 3:00 p.…	73	0	Fri Mar 16 15:47:46 +0000 2018	
1882	“El Modelo Integral de Atención en Salud, #MIAS, es una manera de reformar el sistema de salud desde abajo hacia ar… https://t.co/lED86xwcPz	34	35	Fri Mar 16 15:40:11 +0000 2018	
1883	“La atención y primaria y la medicina familiar tienen que jugar un papel fundamental en el posconflicto. En ellas t… https://t.co/F35sfbzMsX	5	10	Fri Mar 16 15:20:11 +0000 2018	
1884	#GéneroySalud Los hombres buscan menos apoyo y asesoría relacionada con su #SaludMental. https://t.co/CPwcDTdHXR	4	3	Fri Mar 16 15:00:21 +0000 2018	
1885	"""Hemos hecho el cerco epidemiológico para evitar la propagación del sarampión. Tenemos en Colombia excelentes cober… https://t.co/CQllOWWU0b"	32	36	Fri Mar 16 14:40:11 +0000 2018	
1886	RT @INCancerologia: Usted está expuesto al asbesto cuando se manipula o trabaja directamente con este material ya sea en su explotación o e…	89	0	Fri Mar 16 14:27:37 +0000 2018	
1887	El ministro @agaviriau anuncia apoyo irrestricto del Gobierno nacional al proceso de reestructuración empresarial d… https://t.co/JGbU99n6NO	6	10	Fri Mar 16 14:20:10 +0000 2018	
1888	Iberoamérica, comprometida con fortalecimiento de medicina familiar. https://t.co/nPwL2k1BSe En cumbre en Cali es a… https://t.co/9NfvLvd0tt	5	6	Fri Mar 16 14:00:31 +0000 2018	
1889	Definida la agenda para salvar a @saviasaludeps. https://t.co/DoQXKcKrpb https://t.co/tSm70aqPUL	6	5	Fri Mar 16 13:50:09 +0000 2018	
1890	Ante caso de sarampión, intensifican programa de vacunación https://t.co/JRvsKcpYag vía @eltiempo	6	12	Fri Mar 16 13:41:47 +0000 2018	
1891	Ciudadanos podrán cambiar de EPS a través de internet,  por medio del portal https://t.co/ullQb8nQif<U+200B>.… https://t.co/CYHfYJXMHP	7	1	Fri Mar 16 13:40:09 +0000 2018	
1892	#GéneroySalud. Que las mujeres y los hombres gocen de las mismas condiciones y recursos, que les permitan ejercer p… https://t.co/XGSBeF46Vk	1	9	Fri Mar 16 13:20:11 +0000 2018	
1893	Minsalud confirma caso de sarampión importado en Colombia. https://t.co/DXjnePRxvP https://t.co/7kjwcY6wKI	10	6	Fri Mar 16 13:00:31 +0000 2018	
1894	RT @MinSaludCol: (Tutorial) Cómo realizar un traslado de EPS a través de https://t.co/ullQb8nQif https://t.co/uSGhlRWWp6	26	0	Fri Mar 16 12:52:37 +0000 2018	
1895	RT @INSColombia: @MinSaludCol entrega balance de plan de Respuesta y manejo que @INSColombia y autoridades sanitarias del Departamentos est…	4	0	Fri Mar 16 01:58:40 +0000 2018	
1897	El ministro @agaviriau anuncia apoyo irrestricto del Gobierno nacional al proceso de reestructuración empresarial d… https://t.co/8Aq6eJJhqz	3	6	Fri Mar 16 01:21:03 +0000 2018	
1898	Acreedores de @SaviaSalud podrán participar en el proceso de capitalización de la EPS. https://t.co/MwUmfGwJJE	7	3	Fri Mar 16 01:07:57 +0000 2018	
1899	Socios de @SaviaSaludEPS nombrarán un gerente para que adelante el proceso de reorganización empresarial de la EPS. https://t.co/DPvn8xX2Kt	5	3	Fri Mar 16 01:07:53 +0000 2018	
1902	"""Las consecuencias del conflicto estarán con nosotros no por años, sino por décadas"": @agaviriau en VII Cumbre de M… https://t.co/wIp0hnFfr2"	6	1	Thu Mar 15 23:00:43 +0000 2018	
1903	"""Leishmaniasis y guerra: una historia que quedó atrás"": @agaviriau en la VII Cumbre de Medicina Familiar https://t.co/DNkvEM4Bqt"	1	5	Thu Mar 15 22:40:08 +0000 2018	
1904	En la VII Cumbre de Medicina Familiar, el ministro @agaviriau planteó el reto de acabar con el sesgo que el sistema… https://t.co/i5K7MSxFCR	4	4	Thu Mar 15 22:20:10 +0000 2018	
1905	La diabetes es una enfermedad en la que los niveles de azúcar en la sangre se encuentran elevados. Aprenda más sobr… https://t.co/o0hb2k32XV	3	1	Thu Mar 15 22:00:34 +0000 2018	
1906	El #autocuidado, los #hábitosdevidasaludable y detección temprana son alternativas contra varios tipos de cáncer.… https://t.co/2UMLOEanLV	5	3	Thu Mar 15 21:40:11 +0000 2018	
1907	Cuatro hábitos para tener #EstilosDeVidaSaludables #MiSaludEsPrimero https://t.co/ykn8C8gIYq	3	4	Thu Mar 15 21:20:09 +0000 2018	
1908	Respeta y apoya la #MisiónMédica. Su misión es proteger nuestra vida, tu misión dejarlos cumplir su labor.… https://t.co/aUvJCUpwpM	4	5	Thu Mar 15 21:00:32 +0000 2018	
1909	En cumbre en Cali, el ministro @agaviriau plantea que la medicina familiar es fundamental para promover un sistema… https://t.co/SS6rfZTLKE	21	31	Thu Mar 15 20:40:12 +0000 2018	
1910	(Tutorial) Cómo realizar un traslado de EPS a través de https://t.co/ullQb8nQif https://t.co/uSGhlRWWp6	26	16	Thu Mar 15 20:38:24 +0000 2018	
1911	Víctimas de carros “fantasma” o sin SOAT le costaron al sistema de salud $249.000 millones en 2017.… https://t.co/2tPFATJsaF	3	1	Thu Mar 15 20:20:11 +0000 2018	
1912	Hoy en la Alcaldía de Medellín, el ministro @agaviriau, la viceministra @CEugeniaDvila  y el @Supersalud Luis Ferna… https://t.co/ZMlPUrXDaL	14	12	Thu Mar 15 20:17:05 +0000 2018	
1913	Los riñones filtran 1.700 litros de sangre diarios. Por su bienestar, manténgalos saludables #CuidaTusRiñones https://t.co/UtxPuiAIut	7	1	Thu Mar 15 20:00:40 +0000 2018	
1914	Detectar a tiempo el #CáncerInfantil puede cambiar la historia de niños, niñas y adolescentes que padecen esta enfe… https://t.co/PT1v4AAMrq	6	4	Thu Mar 15 19:40:11 +0000 2018	
1915	8 beneficios de alimentarse saludablemente. #8HábitosSaludables https://t.co/uQBp3b5l7a https://t.co/9dy1yqMDL6	3	3	Thu Mar 15 19:20:11 +0000 2018	
1916	#GéneroySalud Los hombres buscan menos apoyo y asesoría relacionada con su #SaludMental. https://t.co/CPwcDTdHXR	2	1	Thu Mar 15 19:00:55 +0000 2018	
1917	Cinco cambios para reducir el riesgo de padecer #DiabetesTipo2: bajar de peso, reducir el consumo de grasas, increm… https://t.co/UUXNfavQMk	4	4	Thu Mar 15 18:00:48 +0000 2018	
1918	El #LavadoDeManos con agua y jabón interrumpe la cadena de transmisión de enfermedades. https://t.co/zy6dAEEyQA https://t.co/89OgcUi4vB	4	4	Thu Mar 15 17:40:13 +0000 2018	
1919	“El cambio social se da poco a poco, paso a paso, día a día. El Hospital de la Samaritana lo demuestra en su histor… https://t.co/kuRM4CVqe9	2	5	Thu Mar 15 17:20:12 +0000 2018	
1920	Minsalud confirma caso de sarampión importado en Colombia. https://t.co/DXjnePRxvP https://t.co/7kjwcY6wKI	49	22	Thu Mar 15 17:14:48 +0000 2018	
1921	@LuzO_ @agaviriau No existe ningún límite de edad para hacer el cambio de EPS	1	1	Thu Mar 15 17:08:49 +0000 2018	
1922	La Sentencia C-355 del 2006 de la Corte Constitucional constituye un avance importante para la garantía y ejercicio… https://t.co/zqaGMUjKH5	8	8	Thu Mar 15 17:00:43 +0000 2018	
1923	EPS serán responsables directos de la certificación de discapacidad. También tendrá a cargo el registro, localizaci… https://t.co/bWirFiUpuW	16	8	Thu Mar 15 16:40:11 +0000 2018	
1924	La huella de las mujeres en la historia. #ColombianasEmpoderadas https://t.co/7xI3qbZ5bn	25	1	Thu Mar 15 16:20:13 +0000 2018	
1925	"RT @OPSOMS_Col: Te interesa:  Webinar: ""Menos sal, más salud"", jueves 15 de marzo, 12m a 1pm, hora Colombia. Regístrate en: https://t.co/Bd…"	10	0	Thu Mar 15 16:13:58 +0000 2018	
1926	"""El seguimiento a este caso será estricto hasta el 3 de abril con la respectiva búsqueda activa de los contactos ce… https://t.co/XruKyMu0Sd"	6	2	Thu Mar 15 16:06:34 +0000 2018	
1927	"""Hemos hecho el cerco epidemiológico para evitar la propagación del virus. Tenemos en Colombia excelentes cobertura… https://t.co/TsxoRFjkpI"	6	3	Thu Mar 15 16:04:59 +0000 2018	
1928	Desde el 2011, cuando Colombia registró el último brote de sarampión, con un caso importado y tan solo cinco secund… https://t.co/rAknhvx7X3	7	2	Thu Mar 15 16:02:40 +0000 2018	
1929	#GéneroySalud El suicidio impacta más a los hombres. https://t.co/Wo4kEtvsM4	5	1	Thu Mar 15 16:00:50 +0000 2018	
1930	Ante la notificación del caso el 13 de marzo, un equipo de respuesta inmediata del @INSColombia se desplazó ese mis… https://t.co/I1QjqClORo	4	1	Thu Mar 15 15:58:49 +0000 2018	
1931	El menor de edad proveniente de Caracas, llegó a Medellín el pasado 3 de marzo luego de pasar por Cúcuta, no cuenta… https://t.co/G7ermn8aVW	8	2	Thu Mar 15 15:55:10 +0000 2018	
1932	El Ministerio de Salud y Protección Social confirmó en menos de 12 horas un caso importado de sarampión, a través d… https://t.co/wan6600XzZ	23	11	Thu Mar 15 15:55:04 +0000 2018	
1933	Minsalud confirma caso de sarampión importado en Colombia. Se trata de un niño de 14 meses de edad proveniente de C… https://t.co/ob3fxF7m4B	26	9	Thu Mar 15 15:51:25 +0000 2018	
1934	“El Modelo Integral de Atención en Salud, #MIAS, es una manera de reformar el sistema de salud desde abajo hacia ar… https://t.co/3Bg8uNDOCE	15	18	Thu Mar 15 15:40:13 +0000 2018	
1935	“La atención y primaria y la medicina familiar tienen que jugar un papel fundamental en el posconflicto. En ellas t… https://t.co/SOO7OHxBOX	4	10	Thu Mar 15 15:20:13 +0000 2018	
1936	Las mujeres  son más propensas a desarrollar enfermedades de carácter crónico. #GéneroySalud https://t.co/VnXC3Jwnki	5	0	Thu Mar 15 15:00:37 +0000 2018	
1937	@Karlosroll @NoticiasRCN Buen día, el portal https://t.co/ullQb8nQif ya se encuentra en pleno funcionamiento, por f… https://t.co/CTd6SCL4qg	0	1	Thu Mar 15 14:59:19 +0000 2018	
1938	Los esperamos el 16 de marzo en la #RendicionDeCuentas2017 del @dermatologico: para que se entere de la excelente l… https://t.co/4r53SEETxH	1	1	Thu Mar 15 14:40:12 +0000 2018	
1939	Desde el 1 de marzo entraron en vigencia los cambios en el pago de la #PlanillaElectrónica #PILA para trabajadores… https://t.co/zABHOiFiVw	1	2	Thu Mar 15 14:20:13 +0000 2018	
1940	Vea el informativo #SemanaMinSalud, marzo 13 al 20 de 2018. https://t.co/lF3y3v4DNd	20	0	Thu Mar 15 14:00:36 +0000 2018	
1941	#GéneroySalud. Que las mujeres y los hombres gocen de las mismas condiciones y recursos, que les permitan ejercer p… https://t.co/pRYR9Tnw7B	4	4	Thu Mar 15 13:40:12 +0000 2018	
1942	8 beneficios de evitar el consumo y la exposición al humo del tabaco. #8HábitosSaludables https://t.co/2c8jqO1zSy	11	6	Thu Mar 15 13:20:14 +0000 2018	
1943	#AudicionSanaySegura en el curso de vida. https://t.co/F6OVnBSKdo , unos siete millones de personas en Colombia pad… https://t.co/ud0j9FMvFi	1	2	Thu Mar 15 13:00:38 +0000 2018	
1944	Evite intoxicaciones al consumir pescado. https://t.co/NuzWXCIELa https://t.co/EiZSdRRtmA	37	15	Thu Mar 15 12:40:10 +0000 2018	
1945	Ciudadanos podrán cambiar de EPS a través de internet,  por medio del portal https://t.co/ullQb8nQif<U+200B>.… https://t.co/cGptEDZI8M	38	27	Thu Mar 15 12:30:31 +0000 2018	
1946	Nubia Muñoz Calero, científica y médica colombiana, nominada al premio nobel por sus avances en el estudio de la va… https://t.co/jDehWeivY0	9	11	Wed Mar 14 23:00:45 +0000 2018	
1947	Claudia Marcela Rojas Daza, medica cirujana, especialista en auditoria de salud y magister en dirección y gestión d… https://t.co/gSRkbdsF5i	3	3	Wed Mar 14 22:40:08 +0000 2018	
1948	RT @mloreguti: Hoy @MinSaludCol se suma a #MenosTrámitesMásSimples. Las afiliaciones y el reporte de novedades al sistema de salud podrán h…	18	0	Wed Mar 14 22:32:28 +0000 2018	
1949	Vea el informativo #SemanaMinSalud, marzo 13 al 20 de 2018. https://t.co/lF3y3v4DNd	27	1	Wed Mar 14 22:20:11 +0000 2018	
1950	La Sentencia C-355 del 2006 de la Corte Constitucional constituye un avance importante para la garantía y  ejercici… https://t.co/KL5hkoL7tp	20	17	Wed Mar 14 22:08:10 +0000 2018	
1951	La diabetes es una enfermedad en la que los niveles de azúcar en la sangre se encuentran elevados. Aprenda más sobr… https://t.co/Sh2yqYGLNR	7	2	Wed Mar 14 22:00:38 +0000 2018	
1952	El #autocuidado, los #hábitosdevidasaludable y detección temprana son alternativas contra varios tipos de cáncer.… https://t.co/9gekg1f4H0	10	8	Wed Mar 14 21:40:11 +0000 2018	
1953	RT @OPSOMS_Col: 4 estrategias para reducir el consumo de sal/sodio en la población:				
					
"1. Reformulación de productos alimenticios para que co…"""	10	0	FALSE	NA	
1954	RT @INCancerologia: Primer signo de un melanoma es un cambio de tamaño, forma, color o textura de un lunar.  <U+2600><U+FE0F> https://t.co/GMv4nk5nSF	17	0	Wed Mar 14 21:30:18 +0000 2018	
1955	Cuatro hábitos para tener #EstilosDeVidaSaludables #MiSaludEsPrimero https://t.co/ykn8C8gIYq	3	8	Wed Mar 14 21:20:09 +0000 2018	
1956	Nubia Muñoz, la caleña nominada al Nobel de Medicina que lucha contra el cáncer   via @elPaiscali https://t.co/XYzdrz2eSF	23	19	Wed Mar 14 21:06:44 +0000 2018	
1957	Respeta y apoya la #MisiónMédica. Su misión es proteger nuestra vida, tu misión dejarlos cumplir su labor.… https://t.co/WJamEH40Qd	1	1	Wed Mar 14 21:00:36 +0000 2018	
1958	. @CEugeniaDvila Viceministra de Protección Social, su aporte al sistema de salud y protección social ha sido inneg… https://t.co/Svez8bH7xd	3	1	Wed Mar 14 20:40:13 +0000 2018	
1959	La ley consagra tres causales por las cuales puedes pedir #InterrupciónVoluntariadelEmbarazo Infórmate en:… https://t.co/EDa5oWOxYB	4	6	Wed Mar 14 20:20:13 +0000 2018	
1960	Los riñones filtran 1.700 litros de sangre diarios. Por su bienestar, manténgalos saludables #CuidaTusRiñones https://t.co/UtxPuiAIut	8	12	Wed Mar 14 20:00:36 +0000 2018	
1961	Detectar a tiempo el #CáncerInfantil puede cambiar la historia de niños, niñas y adolescentes que padecen esta enfe… https://t.co/KCViPxQT30	3	1	Wed Mar 14 19:40:11 +0000 2018	
1962	8 beneficios de alimentarse saludablemente. #8HábitosSaludables https://t.co/uQBp3b5l7a https://t.co/9dy1yqMDL6	6	2	Wed Mar 14 19:20:11 +0000 2018	
1963	Los esperamos el 16 de marzo en la #RendicionDeCuentas2017 del @dermatologico: para que se entere de la excelente l… https://t.co/IJBpqiAiih	4	4	Wed Mar 14 19:00:57 +0000 2018	
1964	Desde el 1 de marzo entraron en vigencia los cambios en el pago de la #PlanillaElectrónica #PILA para trabajadores… https://t.co/RI2hGQz2LV	4	6	Wed Mar 14 18:40:13 +0000 2018	
1965	ViceSalud Luis Fdo Correa presente en la entrega de reconocimiento al Hospital Universitario a la Fundación Valle d… https://t.co/bOUaXOnLjD	16	23	Wed Mar 14 18:39:18 +0000 2018	
1966	RT @SECSALUDSM: Ante la presencia de la #fragataportuguesa secretaría de salud realiza campaña preventiva. Samarios y visitantes tenga en c…	54	0	Wed Mar 14 18:31:12 +0000 2018	
1967	"RT @Univalle_FSalud: ""La paz en Colombia es irreversible[...]Esperamos ser un buen ejemplo para el mundo de cómo construir una sociedad pac…"	46	0	Wed Mar 14 18:28:21 +0000 2018	
1968	Las infecciones respiratorias en el primer pico epidemiológico deben ser una preocupación muy seria.… https://t.co/xWt3Xiv1bH	8	3	Wed Mar 14 18:20:13 +0000 2018	
1969	Cinco cambios para reducir el riesgo de padecer #DiabetesTipo2: bajar de peso, reducir el consumo de grasas, increm… https://t.co/I6iBZYDISI	7	5	Wed Mar 14 18:00:46 +0000 2018	
1970	El #LavadoDeManos con agua y jabón interrumpe la cadena de transmisión de enfermedades. https://t.co/zy6dAEEyQA https://t.co/89OgcUi4vB	7	4	Wed Mar 14 17:40:13 +0000 2018	
1971	En #CaliCo Minsalud @agaviriau reconoce iniciativa de vacunación contra #VPH y hace un nuevo llamado a padres de fa… https://t.co/3nAVWf6HyW	2	6	Wed Mar 14 17:20:11 +0000 2018	
1972	El ministro @agaviriau acompañó la jornada de vacunación contra el VPH en el colegio parroquial San Joaquín, en Cal… https://t.co/pUDPMDiVWo	3	16	Wed Mar 14 17:00:58 +0000 2018	
1973	"RT @CundinamarcaGob: ""@ESE_HUS es toda una tradición y escuela del conocimiento que ha formado a las generaciones de los mejores médicos de…"	10	0	Wed Mar 14 16:50:05 +0000 2018	
1974	“Quiero resaltar el compromiso de este hospital con la investigación y la docencia. Aquí se construye el futuro. Es… https://t.co/AvNOTJkzCc	7	5	Wed Mar 14 16:41:54 +0000 2018	
1975	"""Aquí (en el Hospital de la Samaritana) se construyó un acervo de conocimiento que nos sirve a todos”: @agaviriau e… https://t.co/UngAN46Wxf"	2	2	Wed Mar 14 16:41:49 +0000 2018	
1976	“El cambio social se da poco a poco, paso a paso, día a día. El Hospital de la Samaritana lo demuestra en su histor… https://t.co/48wce3QUwT	6	9	Wed Mar 14 16:41:43 +0000 2018	
1977	EPS serán responsables directos de la certificación de discapacidad. También tendrá a cargo el registro, localizaci… https://t.co/Z7LP25V2OY	11	7	Wed Mar 14 16:40:15 +0000 2018	
1978	La huella de las mujeres en la historia. #ColombianasEmpoderadas https://t.co/7xI3qbZ5bn	17	2	Wed Mar 14 16:20:14 +0000 2018	
1979	En cumbre en Cali, el ministro @agaviriau plantea que la medicina familiar es fundamental para promover un sistema… https://t.co/ARqfImXdfr	11	15	Wed Mar 14 16:00:49 +0000 2018	
