text	retweet_count
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La Secretaría de Salud ha intensificado las acciones de prevención, vigilancia y control para la detección temprana… https://t.co/f6JZSrzLAA	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
<U+23F0> De 6 de la tarde a 11 de la noche, la Torre @Colpatria se iluminará para conmemorar el Día Mundial de la Biciclet… https://t.co/ezA7ezbxVH	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Los niños, niñas y adolescentes tenemos derecho a ser aceptados y respetados, independientemente de nuestra edad, g… https://t.co/7pzRneOAQh	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Colombia no se registran casos autóctonos de sarampión desde 2002. Es importante verificar que los menores de 11… https://t.co/g1yM1rLrQu	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Y cuál es tu plan para esta tarde?	
0	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Ojo viajeros! Estas son las personas con mayor riesgo de contraer #sarampión. #MételeUnGolAlSarampión https://t.co/Y8cD33DT0D	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Busca el punto de vacunación más cercano a tu casa. Consúltalos en https://t.co/rHhlAjmVUL. Porque el pasaporte de… https://t.co/NPAjicUVhX	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Entre los casos de tosferina que se han reportado durante 2018, la mayoría están en las localidades de Suba, Usaqué… https://t.co/fW5XOyX8bJ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
.@Uniandes se une a nosotros y conmemora el Día Mundial de la Bicicleta <f0><U+009F><U+009A><U+00B2> con el conversatorio: 'Cómo lograr que la… https://t.co/cpBKtaaOyH	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSurOcci: #EnEsteMomento @SubRedSurOcci realiza posicionamiento politica distrital de salud ambiental - programas posconsumo. En e…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si sospechas que tienes los síntomas del #sarampión comunícate con la Secretaría Distrital de Salud al 3508720253.… https://t.co/HD8cAeMYhz	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿#SabíasQue en Bogotá se realizan más de 600.000 viajes en <f0><U+009F><U+009A><U+00B2> diariamente?	
0	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vas a viajar y necesitas vacunarte contra el #sarampión, la Secretaría Distrital de Salud habilitó los siguiente… https://t.co/AWCc581aWG	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#OjoAlDato Desde el Programa Distrital de Prevención de Embarazo Adolescentes estamos dando estímulos (becas) para… https://t.co/omTuYcPE3s	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La tosferina se presenta con síntomas de un resfriado común. Asegúrate de llevar a tus hijos al médico para tener e… https://t.co/U6DNa0Hjfb	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Queremos decir #GraciasCiclista porque con tu bici estas fomentando una movilidad sostenible <f0><U+009F><U+008D><U+0083>.	
0	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
<f0><U+009F><U+0097><U+0093><U+FE0F>Hoy no es una día cualquiera, hoy es el Día Mundial de la Bicicleta y hemos preparado para ti algunas actividades… https://t.co/VJy3bzgI6v	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Colombia no se registran casos de sarampión desde 2002. Es importante verificar que los menores de 11 años tenga… https://t.co/xLeMCOwqXL	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
@eliescardozo Hola Eliana. Cuéntanos tu caso por Mensaje Directo para poder darte una solución.	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: <f0><U+009F><U+0091><U+00A6><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+0091><U+00A7><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+008E><U+0089>En puntos de vacunación, profesionales de #MiSubRedNorte sensibilizan en a padres de familia sobre la importancia del…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La tosferina tiene un ciclo epidémico que se puede producir cada tres o cinco años. En #Bogotá el último pico se re… https://t.co/cFFAy2xoeM	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En el 2018 el mundo girará alrededor de un balón. Pero tu salud y la de tus hijos no es un juego.… https://t.co/TA7Zxi8SsK	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Urgente Este sábado 21 de abril no hay excusa para no vacunarse. Consulta en https://t.co/rHhlAjmVUL.… https://t.co/FEq4220csn	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Esta enfermedad es altamente transmisible y sobre todo afecta a menores de 5 años. Aprende qué la provoca.… https://t.co/W2JiudfFA4	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Alguna vez ha escuchado hablar del coqueluche o la tosferina. Si usted no sabe que son, aquí se lo contamos.… https://t.co/yNcPWmVKIL	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Sabes por qué Bogotá está libre de sarampión? Aquí te lo explicamos. #LibresDeSarampión https://t.co/tpUb6MEHzZ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Asiste este 21 de abril a los más de 300 puntos de vacunación disponibles en toda la ciudad. Consultalos en… https://t.co/h18BIKlcGP	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En los zapatos de un barbero en Bogotá https://t.co/lRSRdgFhIr vía @caracolradio	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @195Bogota: <U+270D><U+FE0F>| Recuerda que en el SuperCADE Bosa puedes acceder a servicios de las siguientes entidades: 	
	
3	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Sarampión, rubeóla, VPH y vacunas del esquema aplicaremos este sábado 21 de abril en la Jornada de Vacunación de la… https://t.co/RhtgNXi0Iy	7
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Este sábado en más de 40 países se realiza la gran jornada de vacunación de las Américas. Bogotá también se une a e… https://t.co/1F2qfTeRRI	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
EPS e IPS, cara y sello en balance financiero del 2017 https://t.co/RjeQsWT6Lb vía @eltiempo	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @secredistmujer: En articulación con @SectorSalud y @VeeduriaBogota estamos llevando a cabo la tercera sesión de capacitación de la Veed…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSurOcci: #ElDato Hoy @SubRedSurOcci  participa en operativo en el barrio la Magdalena Verdeita de la localidad de #Kennedy #Estam…	7
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSur: #ComparteElDonDeLaVida 	
3	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedCentroOri: Los CAPS ayudan a descongestionar las unidades de urgencias de los hospitales públicos y facilitan el acceso a medicin…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSur: #Hoy promovemos la donación de órganos y tejidos entre usuarios y colaboradores de la @SubRedSur 	
4	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @ClaudiaHePrieto: #CuandoLaVidaNosRegalaUnMomento #Maravilloso sólo basta sonreir.<f0><U+009F><U+0098><U+0080>	
4	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSurOcci: Viviendo @AlcaldiadeBosa se toma el parque Porvenir.  Disfruta de una jornada recreativa en la que también encontrarás n…	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: <f0><U+009F><U+0096><U+00A5><U+27A1><U+FE0F><f0><U+009F><U+00A7><U+0098><f0><U+009F><U+008F><U+00BC><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A7><U+0098><f0><U+009F><U+008F><U+00BB><U+200D><U+2640><U+FE0F>¡Que el trabajo no te paralice! Realiza estos ejercicios<f0><U+009F><U+0091><U+0087><f0><U+009F><U+008F><U+00BB> y mantente en movimiento: tu cuerpo te lo va a agr…	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @GloriaPolania: <U+2600><U+FE0F><f0><U+009F><U+008C><U+00A4><U+FE0F><U+26C5><U+FE0F><f0><U+009F><U+008C><U+00A5><U+FE0F><f0><U+009F><U+008C><U+00A6><U+FE0F><U+2601><U+FE0F>Siempre es hay buenas razones para desearles un #FelizJueves Hoy les regalo una bella panorámica de la parte…	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: Equipo médico de la USS Fray Bartolomé de las Casas, de #MiSubRedNorte, le celebró los 102 años de vida a uno de sus pacie…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSurOcci: El hacinamiento en nuestra @USSOKENNEDY es cosa del pasado #Hoy así amanece nuestra sala de espera del servicio de urgen…	11
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: <U+2600><U+FE0F>¡#FelizJueves, @Bogota! 	
	
 aprovecha para salir a rodar por la ciudad.	
	
6	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: En @Citytv registramos el caso de Don Manuel Gamboa, paciente de 102 años, que asiste a sus terapias de rehabilitación car…	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La Subred Sur Occidente cuenta con 5 Centros de Atención Prioritaria en Salud para tu servicio. Conoce dónde están… https://t.co/2EJ5pNxPSq	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Queremos ser la capital mundial de la Bici. ¡Súbete! #BogotáMejorParaTodos https://t.co/JwcNW1oe2O	13
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Los CAPS ayudan a descongestionar las unidades de urgencias de los hospitales públicos y facilitan el acceso a medi… https://t.co/VRZOszr5ib	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La Subred Sur cuenta con 6 Centros de Atención Priritaria en Salud para tu servicio. Conoce dónde están ubicados y… https://t.co/jvY6ehWR6R	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La Subred Centro Oriente cuenta con 4 Centros de Atención Prioritaria en Salud para tu servicio de salud. Conoce dó… https://t.co/p6lMbB5ru9	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Desde temprano, todos los días, más bogotanos pueden acceder a los servicios de medicina especializada y consulta p… https://t.co/G1Y6h9HEHs	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La Subred Norte cuenta con 5 Centros de Atención Prioritaria en Salud CAPS para tu servicio de salud. Conoce dónde… https://t.co/aUh03UVpIs	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#FelizJueves Bogotá cuenta con 20 Centros de Atención Prioritaria en Salud CAPS. Conoce dónde están ubicados y acud… https://t.co/0N1c6re84D	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La #LoncheraSaludable debe incluir frutas enteras bien lavadas y fraccionadas en un recipiente de fácil acceso para… https://t.co/qNupeTGWqc	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Las loncheras permiten complementar las necesidades nutricionales del niño durante el día, permite reponer la energ… https://t.co/erTMcae4c7	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#FelizJueves Que no se te haga tarde. La lonchera escolar es complemento de la alimentación diaria de los niño  y n… https://t.co/eSbbw0yKez	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Ojo Para poder atender y reaccionar ante los #AccidentesCaseros es indispensable contar con un botiquín equipado,… https://t.co/3fhKlyPoqE	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Ojo una rápida reacción ante los #AccidentesCaseros puede evitar una tragedia, aprende a diferenciar los tipos de… https://t.co/iecAzskE7G	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Evita la transmisión de infecciones respiratorias agudas. Conoce sus síntomas https://t.co/xDiqEcp5BP	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Evita que a quien esté a tu lado le dé ira tu estornudo https://t.co/VrnlqE5Tmq	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Así como los niños, las personas mayores también tienen un riesgo muy alto de sufrir #AccidentesCaseros en su propi… https://t.co/gmT9It2F0P	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Consulta al médico si tienes alguno de estos síntomas https://t.co/PAIU5HRBBK	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/8ejqm5P327	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
El baño es un espacio húmedo que puede generar #AccidentesCaseros para prevenirlos sigue estas recomendaciones: https://t.co/E1kdVCGACU	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La cocina es un lugar que cuenta con varios electrodomésticos y elementos que pueden causar un evento de emergencia… https://t.co/89KUUrvkPd	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si acabas de llegar a Bogotá procedente del extranjero y sospechas que tienes síntomas de sarampión sigue estas rec… https://t.co/MeDLDO65sm	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones  para evitar las infecciones respiratorias https://t.co/xUEqz1JHCZ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vas viajar al #MundialRusia2018 o a cualquier otro país de Europa y América recuerda tener la vacuna contra el… https://t.co/MvhLqjE6WM	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/CLMTv8RFve	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si en casa se daña un electrodoméstico contrata a un profesional, si quieres prevenir #AccidentesCaseros sigue esto… https://t.co/sjIV5WMr1y	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
A menos de dos meses de que empiece el #MundialRusia2018 que no te gane el sarampión #MételeUnGolAlSarampión https://t.co/qICr1Xgst4	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/97TXHcu4HF	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vas a viajar y necesitas vacunarte contra el #sarampión, la Secretaría Distrital de Salud habilitó los siguiente… https://t.co/zGsUQCIISl	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Aprende la técnica correcta para lavarte las manos. Hoy los niños y las niñas aprendieron a hacerlo con agua y jabó… https://t.co/UnhDlczno3	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Atención A menos de dos meses de que empiece el #MundialRusia2018 que no te gane el sarampión… https://t.co/5ch98Z8YdL	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Colombia no se registran casos autóctonos de sarampión desde 2002. Es importante verificar que los menores de 11… https://t.co/6mg8WwfVbH	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Colombia no se registran casos autóctonos de sarampión desde 2002. Es importante verificar que los menores de 11… https://t.co/EaeDkUfFoo	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#ElDato ¿Cómo puedo evitar infecciones de transmisión sexual?<f0><U+009F><U+0098><U+00B7> Ingresa ya a https://t.co/ycyFEtm4YK  (te prometemos… https://t.co/X5Oim768tr	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Ojo viajeros! Estas son las personas con mayor riesgo de contraer #sarampión. #MételeUnGolAlSarampión https://t.co/kyVnucWjPU	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Las infecciones respiratorias agudas son enfermedades que pueden afectar una parte o todo el aparato… https://t.co/V9aqvGRDNg	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/rFtkPaTus0	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si sospechas que tienes los síntomas del #sarampión comunícate con la Secretaría Distrital de Salud al 3508720253.… https://t.co/vVuBZiiVhx	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Los niños, niñas y adolescentes tenemos derecho a ser aceptados y respetados, independientemente de nuestra edad, g… https://t.co/PncvolT5QM	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/lyy4iJaSZ0	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
https://t.co/SGSQMjRKDa	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Bogotá inicia campaña ‘Métele un gol al sarampión’ para mantener la ciudad libre de esta enfermedad - News Colombia https://t.co/luFX7aAIND	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Colombia no se registran casos de sarampión desde 2002. Es importante verificar que los menores de 11 años tenga… https://t.co/9w1SkK1equ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @integracionbta: #MételeGolAlSarampión La campaña busca proteger del sarampión a todos los niños y niñas de los 370 jardines infantiles…	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/qfMLh3aPxT	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Uno de los factores que propician los #AccidentesCaseros son los elementos eléctricos en el hogar, si usted va arre… https://t.co/X39VtspXor	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Atención A menos de dos meses de que empiece el #MundialRusia2018 que no te gane el sarampión… https://t.co/zhdGt8iJP2	7
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En el 2018 el mundo girará alrededor de un balón. Pero tu salud y la de tus hijos no es un juego.… https://t.co/5wuL7OOHB0	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Los #AccidentesCaseros son más comunes de lo que pensamos, por eso debemos prevenirlos y así evitar una tragedia. https://t.co/8helaxUWbr	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Aplica estás prácticas para evitar la proliferación de enfermedades respiratorias. Consulta más info… https://t.co/ZyX6JQnORm	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Intensifican medidas en Bogotá para evitar casos de sarampión importados de Venezuela https://t.co/RfiPvlqgkg vía @elespectador	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Cuántas veces al día te lavas las manos?  Aprende a hacerlo de manera correcta en… https://t.co/zjA6qNLnmr	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Para que no te contagies con una infección respiratoria ten en cuenta estas recomendaciones https://t.co/WpXMjbs8ep	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿SabíasQue en Bogotá ya son 20 Centros de Atención Prioritaria en Salud que están funcionando ? Y serán 40.… https://t.co/gATSRG2FEP	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Sabes por qué Bogotá está libre de sarampión? Aquí te lo explicamos. #LibresDeSarampión https://t.co/Ma31Xfu8nl	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Ojo viajeros! Estas son las personas con mayor riesgo de contraer #sarampión. #MételeUnGolAlSarampión https://t.co/Uh4PuDhRoA	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @ArribaBogota: El Distrito lanza la campaña 'Métele un gol al sarampión' con el fin de hacer frente al riesgo de contagio de esta enferm…	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @CanalCapital: A partir de hoy, toda Bogotá se prepara para meterle un gol al sarampión. Vea de qué se trata esta campaña <U+2192> https://t.co…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @ParceSDS: #MételeUnGolAlSarampión @SectorSalud comprometido con la vacunación de los bogotanos #sarampión #vacunacion #BogotáSinTosferi…	7
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vas a viajar y necesitas vacunarte contra el #sarampión, la Secretaría Distrital de Salud habilitó los siguiente… https://t.co/PNRsmPVgTk	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si acabas de llegar a Bogotá procedente del extranjero y sospechas que tienes síntomas de sarampión sigue estas rec… https://t.co/Og4YJ6ICHD	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @NoticiasRCN: Para prevenir la aparición de casos de sarampión, el gobierno distrital lanza la campaña 'Métele un gol al sarampión’ http…	18
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vas viajar al #MundialRusia2018 o a cualquier otro país de Europa y América recuerda tener la vacuna contra el… https://t.co/zeRBvUmhbK	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
A menos de dos meses de que empiece el #MundialRusia2018 que no te gane el sarampión #MételeUnGolAlSarampión https://t.co/4Lp7OjU95i	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Ojo viajeros! Estas son las personas con mayor riesgo de contraer #sarampión. #MételeUnGolAlSarampión https://t.co/E2H1BRdBP0	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si sospechas que tienes los síntomas del #sarampión comunícate con la Secretaría Distrital de Salud al 3508720253.… https://t.co/voIFPA9vIN	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Colombia no se registran casos de sarampión desde 2002. Es importante verificar que los menores de 11 años tenga… https://t.co/vu9orbhJJX	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En el 2018 el mundo girará alrededor de un balón. Pero tu salud y la de tus hijos no es un juego.… https://t.co/ohbeJghyyK	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSRecomienda Si sospechas que tienes los síntomas del #sarampión comunícate con la Secretaría Distrital de Salud… https://t.co/ldXWoHRnI9	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Estas son las recomendaciones para los viajeros procedentes del extranjero. #MételeUnGolAlSarampión https://t.co/ORozY3L2EB	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vas viajar al #MundialRusia2018 o a cualquier otro país de Europa y América recuerda tener la vacuna contra el… https://t.co/Tku9ykdrQ0	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSAhora Desde el Jardín Infantil Jorge Bejarano de @integracionbta estamos lanzando la Campaña… https://t.co/EDi5LZmsUs	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Su acabas de llegar a Bogotá procedente del extranjero y sospechas que tienes síntomas de sarampión sigue estas rec… https://t.co/xuNIO4Q4wy	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si tienes estos síntomas comunícate con la Secretaría Distrital de Salud al 3508720253 #MételeUnGolAlSarampión https://t.co/enojQutz5W	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vas viajar al #MundialRusia2018 o a cualquier otro país de Europa y América recuerda tener la vacuna contra el… https://t.co/OYswGlLJ9q	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vas a viajar y necesitas vacunarte contra el #sarampión, la Secretaría Distrital de Salud habilitó los siguiente… https://t.co/UWvpNa1oE3	7
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
A menos de dos meses de que empiece el #MundialRusia2018 que no te gane el sarampión #MételeUnGolAlSarampión https://t.co/xHU5nJpRvD	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Ojo viajeros! Estas son las personas con mayor riesgo de contraer #sarampión. #MételeUnGolAlSarampión https://t.co/npDWkwmQaK	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si sospechas que tienes los síntomas del #sarampión comunícate con la Secretaría Distrital de Salud al 3508720253.… https://t.co/vEPhSNnarF	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Colombia no se registran casos de sarampión desde 2002. Es importante verificar que los menores de 11 años tenga… https://t.co/SDHd2q7XCw	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En el 2018 el mundo girará alrededor de un balón. Pero tu salud y la de tus hijos no es un juego.… https://t.co/X3flLwJ474	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Colombia no se registran casos autóctonos de sarampión desde 2002. Es importante verificar que los menores de 11… https://t.co/40R2FWk54i	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones  para evitar las infecciones respiratorias https://t.co/AF7o4S7JZC	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/0VnnRP7lME	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/BUDCjwFfQG	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/CZzKt5S93C	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/xvYz1uJtpC	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/MKezKzF82b	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Cuántas veces al día te lavas las manos? Mira y aprende a hacerlo de la manera correcta. #LavatónDeManos https://t.co/3vdwzPMrf8	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Cuántas veces al día te lavas las manos? Mira y aprende a hacerlo de la manera correcta. #LavatónDeManos https://t.co/q8jyk4Ueov	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Aplica estás prácticas para evitar la proliferación de enfermedades respiratorias. Consulta más info… https://t.co/jIOHVu49bs	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Cuántas veces al día te lavas las manos?  Aprende a hacerlo de manera correcta en… https://t.co/7FD66u7oyi	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SaludET: Alerta sobre H1N1 que circula en Whatsapp es falsa https://t.co/BoC2b4Omyj vía @eltiempo	18
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BellezaConSalud es seguir los cuidados y recomendaciones antes, durante y después de cual cualquier cirugía, un er… https://t.co/Ifz7OKnKCf	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Atención Si te perdiste las noticias de Bogotá más importantes de esta semana aquí te enteras en un minuto <U+23F3> https://t.co/3JolxUOQ7k	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BellezaConSalud es seguir los cuidados y recomendaciones antes, durante y después de cual cualquier cirugía, un er… https://t.co/ybAmu4A6JY	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BellezaConSalud es seguir los cuidados y recomendaciones antes, durante y después de cual cualquier cirugía, un er… https://t.co/OSzFu2bKlH	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Cualquier procedimiento estético debe ser tratado cuidadosamente, no te realices procedimientos en lugares clandest… https://t.co/8HRuKl4jIW	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Cualquier procedimiento estético debe ser tratado cuidadosamente, no te realices procedimientos en lugares clandest… https://t.co/8HRuKl4jIW	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
